Clock,sensor,dayofyear,hour,dayofweek,quarter,month,year,lag1,lag2,lag3
2022-12-03 00:00:00,1,337,0,5,4,12,2022,,,
2022-12-03 01:00:00,1,337,1,5,4,12,2022,,,
2022-12-03 02:00:00,1,337,2,5,4,12,2022,,,
2022-12-03 03:00:00,1,337,3,5,4,12,2022,,,
2022-12-03 04:00:00,1,337,4,5,4,12,2022,,,
2022-12-03 05:00:00,1,337,5,5,4,12,2022,,,
2022-12-03 06:00:00,1,337,6,5,4,12,2022,,,
2022-12-03 07:00:00,1,337,7,5,4,12,2022,,,
2022-12-03 08:00:00,1,337,8,5,4,12,2022,,,
2022-12-03 09:00:00,1,337,9,5,4,12,2022,,,
2022-12-03 10:00:00,1,337,10,5,4,12,2022,,,
2022-12-03 11:00:00,1,337,11,5,4,12,2022,,,
2022-12-03 12:00:00,1,337,12,5,4,12,2022,,,
2022-12-03 13:00:00,1,337,13,5,4,12,2022,,,
2022-12-03 14:00:00,1,337,14,5,4,12,2022,,,
2022-12-03 15:00:00,1,337,15,5,4,12,2022,,,
2022-12-03 16:00:00,1,337,16,5,4,12,2022,,,
2022-12-03 17:00:00,1,337,17,5,4,12,2022,,,
2022-12-03 18:00:00,1,337,18,5,4,12,2022,,,
2022-12-03 19:00:00,1,337,19,5,4,12,2022,,,
2022-12-03 20:00:00,1,337,20,5,4,12,2022,,,
2022-12-03 21:00:00,1,337,21,5,4,12,2022,,,
2022-12-03 22:00:00,1,337,22,5,4,12,2022,,,
2022-12-03 23:00:00,1,337,23,5,4,12,2022,,,
2022-12-04 00:00:00,1,338,0,6,4,12,2022,,,
2022-12-04 01:00:00,1,338,1,6,4,12,2022,,,
2022-12-04 02:00:00,1,338,2,6,4,12,2022,,,
2022-12-04 03:00:00,1,338,3,6,4,12,2022,,,
2022-12-04 04:00:00,1,338,4,6,4,12,2022,,,
2022-12-04 05:00:00,1,338,5,6,4,12,2022,,,
2022-12-04 06:00:00,1,338,6,6,4,12,2022,,,
2022-12-04 07:00:00,1,338,7,6,4,12,2022,,,
2022-12-04 08:00:00,1,338,8,6,4,12,2022,,,
2022-12-04 09:00:00,1,338,9,6,4,12,2022,,,
2022-12-04 10:00:00,1,338,10,6,4,12,2022,,,
2022-12-04 11:00:00,1,338,11,6,4,12,2022,,,
2022-12-04 12:00:00,1,338,12,6,4,12,2022,,,
2022-12-04 13:00:00,1,338,13,6,4,12,2022,,,
2022-12-04 14:00:00,1,338,14,6,4,12,2022,,,
2022-12-04 15:00:00,1,338,15,6,4,12,2022,,,
2022-12-04 16:00:00,1,338,16,6,4,12,2022,,,
2022-12-04 17:00:00,1,338,17,6,4,12,2022,,,
2022-12-04 18:00:00,1,338,18,6,4,12,2022,,,
2022-12-04 19:00:00,1,338,19,6,4,12,2022,,,
2022-12-04 20:00:00,1,338,20,6,4,12,2022,,,
2022-12-04 21:00:00,1,338,21,6,4,12,2022,,,
2022-12-04 22:00:00,1,338,22,6,4,12,2022,,,
2022-12-04 23:00:00,1,338,23,6,4,12,2022,,,
2022-12-05 00:00:00,1,339,0,0,4,12,2022,,,
2022-12-05 01:00:00,1,339,1,0,4,12,2022,,,
2022-12-05 02:00:00,1,339,2,0,4,12,2022,,,
2022-12-05 03:00:00,1,339,3,0,4,12,2022,,,
2022-12-05 04:00:00,1,339,4,0,4,12,2022,,,
2022-12-05 05:00:00,1,339,5,0,4,12,2022,,,
2022-12-05 06:00:00,1,339,6,0,4,12,2022,,,
2022-12-05 07:00:00,1,339,7,0,4,12,2022,,,
2022-12-05 08:00:00,1,339,8,0,4,12,2022,,,
2022-12-05 09:00:00,1,339,9,0,4,12,2022,,,
2022-12-05 10:00:00,1,339,10,0,4,12,2022,,,
2022-12-05 11:00:00,1,339,11,0,4,12,2022,,,
2022-12-05 12:00:00,1,339,12,0,4,12,2022,,,
2022-12-05 13:00:00,1,339,13,0,4,12,2022,,,
2022-12-05 14:00:00,1,339,14,0,4,12,2022,,,
2022-12-05 15:00:00,1,339,15,0,4,12,2022,,,
2022-12-05 16:00:00,1,339,16,0,4,12,2022,,,
2022-12-05 17:00:00,1,339,17,0,4,12,2022,,,
2022-12-05 18:00:00,1,339,18,0,4,12,2022,,,
2022-12-05 19:00:00,1,339,19,0,4,12,2022,,,
2022-12-05 20:00:00,1,339,20,0,4,12,2022,,,
2022-12-05 21:00:00,1,339,21,0,4,12,2022,,,
2022-12-05 22:00:00,1,339,22,0,4,12,2022,,,
2022-12-05 23:00:00,1,339,23,0,4,12,2022,,,
2022-12-06 00:00:00,1,340,0,1,4,12,2022,,,
2022-12-06 01:00:00,1,340,1,1,4,12,2022,,,
2022-12-06 02:00:00,1,340,2,1,4,12,2022,,,
2022-12-06 03:00:00,1,340,3,1,4,12,2022,,,
2022-12-06 04:00:00,1,340,4,1,4,12,2022,,,
2022-12-06 05:00:00,1,340,5,1,4,12,2022,,,
2022-12-06 06:00:00,1,340,6,1,4,12,2022,,,
2022-12-06 07:00:00,1,340,7,1,4,12,2022,,,
2022-12-06 08:00:00,1,340,8,1,4,12,2022,,,
2022-12-06 09:00:00,1,340,9,1,4,12,2022,,,
2022-12-06 10:00:00,1,340,10,1,4,12,2022,,,
2022-12-06 11:00:00,1,340,11,1,4,12,2022,,,
2022-12-06 12:00:00,1,340,12,1,4,12,2022,,,
2022-12-06 13:00:00,1,340,13,1,4,12,2022,,,
2022-12-06 14:00:00,1,340,14,1,4,12,2022,,,
2022-12-06 15:00:00,1,340,15,1,4,12,2022,,,
2022-12-06 16:00:00,1,340,16,1,4,12,2022,,,
2022-12-06 17:00:00,1,340,17,1,4,12,2022,,,
2022-12-06 18:00:00,1,340,18,1,4,12,2022,,,
2022-12-06 19:00:00,1,340,19,1,4,12,2022,,,
2022-12-06 20:00:00,1,340,20,1,4,12,2022,,,
2022-12-06 21:00:00,1,340,21,1,4,12,2022,,,
2022-12-06 22:00:00,1,340,22,1,4,12,2022,,,
2022-12-06 23:00:00,1,340,23,1,4,12,2022,,,
2022-12-07 00:00:00,1,341,0,2,4,12,2022,,,
2022-12-07 01:00:00,1,341,1,2,4,12,2022,,,
2022-12-07 02:00:00,1,341,2,2,4,12,2022,,,
2022-12-07 03:00:00,1,341,3,2,4,12,2022,,,
2022-12-07 04:00:00,1,341,4,2,4,12,2022,,,
2022-12-07 05:00:00,1,341,5,2,4,12,2022,,,
2022-12-07 06:00:00,1,341,6,2,4,12,2022,,,
2022-12-07 07:00:00,1,341,7,2,4,12,2022,,,
2022-12-07 08:00:00,1,341,8,2,4,12,2022,,,
2022-12-07 09:00:00,1,341,9,2,4,12,2022,,,
2022-12-07 10:00:00,1,341,10,2,4,12,2022,,,
2022-12-07 11:00:00,1,341,11,2,4,12,2022,,,
2022-12-07 12:00:00,1,341,12,2,4,12,2022,,,
2022-12-07 13:00:00,1,341,13,2,4,12,2022,,,
2022-12-07 14:00:00,1,341,14,2,4,12,2022,,,
2022-12-07 15:00:00,1,341,15,2,4,12,2022,,,
2022-12-07 16:00:00,1,341,16,2,4,12,2022,,,
2022-12-07 17:00:00,1,341,17,2,4,12,2022,,,
2022-12-07 18:00:00,1,341,18,2,4,12,2022,,,
2022-12-07 19:00:00,1,341,19,2,4,12,2022,,,
2022-12-07 20:00:00,1,341,20,2,4,12,2022,,,
2022-12-07 21:00:00,1,341,21,2,4,12,2022,,,
2022-12-07 22:00:00,1,341,22,2,4,12,2022,,,
2022-12-07 23:00:00,1,341,23,2,4,12,2022,,,
2022-12-08 00:00:00,1,342,0,3,4,12,2022,,,
2022-12-08 01:00:00,1,342,1,3,4,12,2022,,,
2022-12-08 02:00:00,1,342,2,3,4,12,2022,,,
2022-12-08 03:00:00,1,342,3,3,4,12,2022,,,
2022-12-08 04:00:00,1,342,4,3,4,12,2022,,,
2022-12-08 05:00:00,1,342,5,3,4,12,2022,,,
2022-12-08 06:00:00,1,342,6,3,4,12,2022,,,
2022-12-08 07:00:00,1,342,7,3,4,12,2022,,,
2022-12-08 08:00:00,1,342,8,3,4,12,2022,,,
2022-12-08 09:00:00,1,342,9,3,4,12,2022,,,
2022-12-08 10:00:00,1,342,10,3,4,12,2022,,,
2022-12-08 11:00:00,1,342,11,3,4,12,2022,,,
2022-12-08 12:00:00,1,342,12,3,4,12,2022,,,
2022-12-08 13:00:00,1,342,13,3,4,12,2022,,,
2022-12-08 14:00:00,1,342,14,3,4,12,2022,,,
2022-12-08 15:00:00,1,342,15,3,4,12,2022,,,
2022-12-08 16:00:00,1,342,16,3,4,12,2022,,,
2022-12-08 17:00:00,1,342,17,3,4,12,2022,,,
2022-12-08 18:00:00,1,342,18,3,4,12,2022,,,
2022-12-08 19:00:00,1,342,19,3,4,12,2022,,,
2022-12-08 20:00:00,1,342,20,3,4,12,2022,,,
2022-12-08 21:00:00,1,342,21,3,4,12,2022,,,
2022-12-08 22:00:00,1,342,22,3,4,12,2022,,,
2022-12-08 23:00:00,1,342,23,3,4,12,2022,,,
2022-12-09 00:00:00,1,343,0,4,4,12,2022,,,
2022-12-09 01:00:00,1,343,1,4,4,12,2022,,,
2022-12-09 02:00:00,1,343,2,4,4,12,2022,,,
2022-12-09 03:00:00,1,343,3,4,4,12,2022,,,
2022-12-09 04:00:00,1,343,4,4,4,12,2022,,,
2022-12-09 05:00:00,1,343,5,4,4,12,2022,,,
2022-12-09 06:00:00,1,343,6,4,4,12,2022,,,
2022-12-09 07:00:00,1,343,7,4,4,12,2022,,,
2022-12-09 08:00:00,1,343,8,4,4,12,2022,,,
2022-12-09 09:00:00,1,343,9,4,4,12,2022,,,
2022-12-09 10:00:00,1,343,10,4,4,12,2022,,,
2022-12-09 11:00:00,1,343,11,4,4,12,2022,,,
2022-12-09 12:00:00,1,343,12,4,4,12,2022,,,
2022-12-09 13:00:00,1,343,13,4,4,12,2022,,,
2022-12-09 14:00:00,1,343,14,4,4,12,2022,,,
2022-12-09 15:00:00,1,343,15,4,4,12,2022,,,
